question,answer_llm,answer_orig,document
"Can I swap the recommended model in the homework for something else, like Gemini or Groq?","Yes — the recommended model is **not mandatory**. You can swap it for **Gemini, Groq, OpenAI, Azure OpenAI, OpenRouter, local models, or other providers**.

Just keep in mind that you may need to **adapt the homework code** because different providers can use different:
- response formats
- tool/function call schemas
- tokenizers

If you want, I can also help you adapt the notebook for Gemini or Groq.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Is the model you suggest for the assignment actually required, or can I use OpenAI, Azure OpenAI, OpenRouter, or even a local model instead?","No, the recommended model is not required. You can use OpenAI, Azure OpenAI, OpenRouter, Gemini, Groq, a local model, or another provider.

The only catch is that you may need to adapt the code, because different providers can use different response formats, tool schemas, and tokenizers. If your provider exposes an OpenAI-compatible endpoint, usually you only need to change the `base_url`, API key, and model name.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"If I choose a different LLM provider for the homework, will I need to change the code to match its output format or tokenizer?","Yes — you may need to adapt the code.

For the homework, different LLM providers can have different:

- response formats
- tool schemas
- tokenizers / token usage fields

If you use a non-OpenAI provider, check that provider’s response object and use its native usage fields or tokenizer. Do **not** assume `tiktoken` or `cl100k_base` will work for Gemini, Mistral, Hugging Face, Groq, or other providers, because tokenization differs by model.

If the provider is OpenAI-compatible, you usually only need to change the `base_url`, API key, and model name.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Do I have to pay for a service to complete the homework, or can I do it with a free option or local setup?","No, you don’t have to pay for a service to complete the homework. You can use free or low-cost alternatives, or run a model locally.

The course supports:
- free or low-cost API alternatives
- other providers besides OpenAI
- local setup with tools like Ollama, vLLM, or LM Studio

So a paid service is not required.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Where can I find a list of OpenAI API alternatives that are acceptable for this course?,"You can find the list in the course GitHub repo, in **Awesome LLMs**:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
What do I need to set up if I want to use Gemini in the Module 1 notebook with the OpenAI-style API?,"You need three things:

1. A Gemini API key in your `.env` file, e.g. `GEMINI_API_KEY`.
2. An OpenAI client pointed to Google’s OpenAI-compatible base URL:
   `https://generativelanguage.googleapis.com/v1beta/openai/`
3. The Gemini model name in your request, e.g. `gemini-3.1-flash-lite`.

So setup looks like this:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)
```

Then use the model in your call.

Note: this uses the older chat completions style, so you may need to adjust notebook code where it reads responses or handles tools/function calls.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
How can I point the notebook to Google’s OpenAI-compatible endpoint for Gemini models?,"Use Google’s OpenAI-compatible base URL when creating the OpenAI client:

```python
from openai import OpenAI
import os
from dotenv import load_dotenv

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)
```

Then pass your Gemini model name in the request, for example:

```python
response = client.chat.completions.create(
    model=""gemini-3.1-flash-lite"",
    messages=[
        {""role"": ""developer"", ""content"": ""You are helpful.""},
        {""role"": ""user"", ""content"": ""Hello""}
    ]
)
```

So the key points are:
- put your Gemini API key in `.env`
- set `base_url` to `https://generativelanguage.googleapis.com/v1beta/openai/`
- use a Gemini model name in `model=...`

","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
"Where should I put the Gemini API key, and what env var name should I use?","Put it in your `.env` file, and use:

```env
GEMINI_API_KEY=your-key-here
```

Then load it in Python with `load_dotenv()` and read it via:

```python
os.getenv(""GEMINI_API_KEY"")
```

","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
"Can I reuse the course’s OpenAI client code for Gemini, or do I need to change the model and endpoint?","Yes — you can reuse the course’s OpenAI client code, but you need to change the **base URL**, **API key**, and **model name** for Gemini.

For Gemini, the course uses the OpenAI-compatible endpoint like this:

- `api_key=os.getenv(""GEMINI_API_KEY"")`
- `base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""`
- `model=""gemini-3.1-flash-lite""` or another Gemini model

So you do **not** need to rewrite everything from scratch, but you **do** need to update the client configuration and request model.

Also note: the Gemini example in the context uses the **older chat completions style**, while many course notebooks use the newer **Responses** format, so you may need to adjust some code that reads the response or handles tools/function calls.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
What parts of the notebook usually need edits when switching from Responses format to chat completions with Gemini?,"Usually you need to edit:

- the **LLM call** itself, switching from `client.responses.create(...)` to `client.chat.completions.create(...)`
- the **response parsing**, changing from `response.output` to `response.choices[0].message.content`
- any **tool/function call handling**, because the tools schema may need to be adapted for Gemini’s chat-completions format

If you want, I can show a minimal before/after example.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
"How do I get Ollama installed on macOS, Windows, or Linux?","Go to **https://ollama.com/download** and choose your OS:

- **macOS**: download the `.pkg` file and install it
- **Windows**: download the `.msi` file and install it
- **Linux**: run:

```bash
curl -fsSL https://ollama.com/install.sh | sh
```","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
What’s the easiest way to start Ollama after installing it and try a model locally?,"The easiest way is to open a terminal and run:

```bash
ollama run llama3
```

That will download the Llama 3 model, start it locally, and give you a chat-like prompt to try it out.","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
How can I check if the Ollama server is actually running on my machine?,"You can check it by running:

```bash
curl http://localhost:11434
```

If Ollama is running, you should get a response like:

```json
{""models"": [...]}
```

If it doesn’t respond, the server may not be running.","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
"Which Python package do I need for Ollama, and how do I call the chat API?","You need the **`ollama`** Python package:

```bash
pip install ollama
```

Then call the chat API like this:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```

","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
Do I need to download anything extra to use Llama 3 with Ollama on my laptop?,"Yes — to use Llama 3 with Ollama on your laptop, you need to install Ollama first. Then running:

```bash
ollama run llama3
```

will download the Llama 3 model itself (about 4 GB). After that, it runs locally on your machine.

If you want to use it from Python, you also need:

```bash
pip install ollama
```

If you meant “extra software beyond Ollama and the model,” then no, not necessarily.","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
How do I fix a connection refused error when I try to prompt my Ollama RAG in the homework?,"Restart the Ollama server with:

```bash
!nohup ollama serve > nohup.out 2>&1 &
```

If you stopped and restarted the notebook cell, rerun the cell that contains `ollama serve`.","If you encounter this error while doing the homework, you can resolve it by restarting the Ollama server using the following command:

```bash
!nohup ollama serve > nohup.out 2>&1 &
```

Make sure to rerun the cell containing `ollama serve` if you stop and restart the notebook cell.",c6fc2d4d11
My Ollama server seems down and I get connection refused — what should I restart?,"Restart the Ollama server with:

```bash
!nohup ollama serve > nohup.out 2>&1 &
```

If you stopped and restarted the notebook cell, rerun the cell that contains `ollama serve`.","If you encounter this error while doing the homework, you can resolve it by restarting the Ollama server using the following command:

```bash
!nohup ollama serve > nohup.out 2>&1 &
```

Make sure to rerun the cell containing `ollama serve` if you stop and restart the notebook cell.",c6fc2d4d11
What command do I use to bring Ollama back up if the notebook loses the server?,"Use:

```bash
!nohup ollama serve > nohup.out 2>&1 &
```

This restarts the Ollama server if the notebook loses it.","If you encounter this error while doing the homework, you can resolve it by restarting the Ollama server using the following command:

```bash
!nohup ollama serve > nohup.out 2>&1 &
```

Make sure to rerun the cell containing `ollama serve` if you stop and restart the notebook cell.",c6fc2d4d11
"If I stop and rerun the notebook, do I need to run the Ollama server cell again?","Yes — if you stop and restart the notebook, you should rerun the cell that starts `ollama serve`:

```bash
!nohup ollama serve > nohup.out 2>&1 &
```

That restarts the Ollama server.","If you encounter this error while doing the homework, you can resolve it by restarting the Ollama server using the following command:

```bash
!nohup ollama serve > nohup.out 2>&1 &
```

Make sure to rerun the cell containing `ollama serve` if you stop and restart the notebook cell.",c6fc2d4d11
"Why am I seeing a connection refused issue with Ollama, and how can I solve it fast?","You’re likely seeing the connection refused error because the Ollama server isn’t running or got stopped.

Fast fix:
```bash
!nohup ollama serve > nohup.out 2>&1 &
```

Also make sure to rerun the cell that contains `ollama serve` if you stopped and restarted the notebook cell.","If you encounter this error while doing the homework, you can resolve it by restarting the Ollama server using the following command:

```bash
!nohup ollama serve > nohup.out 2>&1 &
```

Make sure to rerun the cell containing `ollama serve` if you stop and restart the notebook cell.",c6fc2d4d11
Why does my `tiktoken` count not match the token number OpenAI gives for the same prompt?,"Because OpenAI adds internal chat-formatting tokens that `tiktoken` may not include.

In particular:

- Each chat message adds about 4 structural tokens.
- The API also adds 2 tokens to mark the start of assistant generation.
- Extra whitespace, newlines, or uncommon Unicode can also change the count.

So your visible prompt might be 320 tokens, while OpenAI reports 327 due to these hidden additions.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
"When I send a chat request, why does the API say a few more tokens than I get from `encode()`?","Because `encode()` only counts the tokens in the text you provide, while the chat API adds its own hidden formatting tokens.

In the course context, each chat message adds:

- **4 structural tokens per message** for role/content/separators
- **2 extra tokens globally** to signal the start of assistant generation

So the API can report a few more tokens than `tiktoken.encode()` does, even when your visible prompt text is the same. Extra whitespace, newlines, or unusual Unicode can also change the count slightly.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
What extra tokens does OpenAI add in chat completions that aren't in my visible text?,"OpenAI adds internal chat-formatting tokens that aren’t visible in your text:

- **4 structural tokens per message** in `chat.completions.create()`  
  - for things like the role, content wrapper, and separators
- **2 global tokens** to mark the start of assistant response generation
- Sometimes a few extra tokens from **newlines, whitespace, or uncommon Unicode characters**

So the API token count can be higher than the token count of your visible text alone.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
"Can whitespace, newlines, or weird Unicode make the token count different from what I calculated?","Yes. Extra whitespace, newlines, or unusual Unicode characters can slightly change the token count, so your calculated count may differ from what OpenAI reports. Also, OpenAI adds internal chat-formatting tokens on top of the visible text.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
"How come my prompt looks like 320 tokens, but OpenAI reports 327 in the usage stats?","This happens because OpenAI counts some extra internal tokens that aren’t part of the plain text you see.

In particular:

- each chat message adds about 4 structural tokens
- the API adds 2 tokens to mark the start of assistant generation
- extra whitespace, newlines, or unusual Unicode can add a few more

So a prompt that looks like 320 tokens to you can show up as 327 tokens in OpenAI’s usage stats.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
"How can I make my API key load automatically when I enter a project folder, without typing export in every new terminal?","Use `dirdotenv`. It automatically loads your API key when you `cd` into a project folder, so you don’t have to type `export` in every new terminal.

Quick setup:

```bash
uv tool install dirdotenv
```

Add this to your `~/.bashrc` or `~/.zshrc`:

```bash
eval ""$(dirdotenv hook bash)""   # or zsh
```

Inside your project, create a `.env` file:

```bash
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key loads automatically when you enter the project directory.

If you already use it, `direnv` is also fine.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
"Is there a tool like direnv that works with both .env and .envrc, and does it work across different shells?","Yes — the course recommends **`dirdotenv`**.

It’s similar to `direnv`, but it works with both **`.env`** and **`.envrc`**, and it’s **more portable across shells and operating systems**.

Example:

```bash
uv tool install dirdotenv
eval ""$(dirdotenv hook bash)""   # or zsh
```

So yes, it works across different shells like **bash** and **zsh**.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
What’s the easiest way to set up OPENAI_API_KEY so it stays local to the project and doesn’t get committed to GitHub?,"The easiest way is to use a `.env` file in your project and load it with `python-dotenv`.

1. Add `.env` to `.gitignore`:
```gitignore
.env
```

2. Create a `.env` file in the project root:
```bash
OPENAI_API_KEY=sk-...
```

3. Install `python-dotenv` if needed:
```bash
pip install python-dotenv
```

4. Load it in Python:
```python
import os
from dotenv import load_dotenv

load_dotenv()
openai_api_key = os.getenv(""OPENAI_API_KEY"")
```

This keeps the key local to the project and out of GitHub.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
"If I’m using GitHub Codespaces, should I still keep my API key in a file like .env, or is there a better way?","For GitHub Codespaces, the better way is to use **Codespaces secrets** instead of storing API keys in a file in the repo.

So:

- **Use Codespaces secrets** for API keys in Codespaces
- **Do not commit** `.env` or any key file
- If you are running Python scripts locally, the course recommendation is still to use **`.env` + `python-dotenv`**

In short: **in Codespaces, prefer secrets; for local scripts, `.env` is fine.**","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
