question,document
I’m seeing an OperationalError with host name postgres during prep.py. Should POSTGRES_HOST be localhost instead?,4b65d5542d
How do I make Pandas show the full text in a column instead of cutting it off with ...?,641aedbbf5
"In the offline-rag-evaluation notebook, how can I see the complete Explanation from the judge LLM?",641aedbbf5
What Pandas setting do I need to change to stop column values from being truncated at 50 chars?,641aedbbf5
Is there a way to display the whole content of a text column in Pandas without shortening it?,641aedbbf5
"Why is my Explanation column getting clipped in Pandas, and what option should I set to view everything?",641aedbbf5
How can I normalize vectors stored in a Pandas DataFrame column?,5039707c1a
What’s the easiest way to normalize each vector in a Pandas Series?,5039707c1a
Is there a simple Python one-liner for normalizing vectors in a DataFrame column?,5039707c1a
How do I apply vector normalization to every row in a Pandas column?,5039707c1a
Can I use numpy.linalg.norm to scale vectors inside a DataFrame column?,5039707c1a
How can I get the 75th percentile from a Pandas DataFrame column?,b4c8ac5a0c
What is the Pandas way to calculate a 0.75 quantile for a Series?,b4c8ac5a0c
How do I compute a percentile value for one column in Pandas?,b4c8ac5a0c
Is there a simple method to find the 75% quantile in a DataFrame column?,b4c8ac5a0c
"What code should I use to get a column’s percentile in Pandas, like 0.75?",b4c8ac5a0c
"How do I wipe out every Docker container, even the ones still running, from the command line?",66ccbb7da0
What’s the quickest way to force-remove all Docker images on my machine?,66ccbb7da0
How can I delete all Docker volumes using terminal commands?,66ccbb7da0
"Is there a single cleanup sequence for removing containers, images, and volumes in Docker?",66ccbb7da0
What commands should I run if I want to fully reset Docker from the terminal?,66ccbb7da0
Why does my Streamlit session flag get set back to True even after I click a feedback button once?,2e729f1271
How can I make sure a user can only leave +1 or -1 feedback one time per submitted prompt in Streamlit?,2e729f1271
"In Streamlit, why are my feedback buttons still getting enabled after `submitted` was changed, and how do I stop that?",2e729f1271
What is the fix for `st.session.submitted` being reassigned to True after pressing a feedback button?,2e729f1271
Is there a known solution for Streamlit session state being overwritten when I try to disable feedback buttons after submit?,2e729f1271
"Why do I get exec: ""streamlit"": executable file not found in $PATH when I start my app with docker-compose, even though it works locally?",e8df9f0d12
Do I need a Dockerfile for a Streamlit app that I’m running with docker-compose?,e8df9f0d12
What should I add to docker-compose if the container can’t find the streamlit command?,e8df9f0d12
How can I fix the OCI runtime error from docker when Streamlit starts fine outside the container?,e8df9f0d12
"After changing my docker setup, what’s the right command to rebuild and run the app again?",e8df9f0d12
"Is the capstone project something we do in teams, or does each student need to submit their own work?",0fab61eca2
"Can I work with other students on a bigger idea for the capstone, or does every submission have to be totally separate?",0fab61eca2
"If we build one shared system, is it allowed as long as each person has their own part and repo?",0fab61eca2
What counts as an acceptable group setup for the capstone project?,0fab61eca2
"If the project can’t be graded separately for each person, does it still meet the requirements?",0fab61eca2
"For the capstone, do we actually need to turn in two different projects, or is one enough?",d5fc98925d
What do the submission windows labeled attempt #1 and attempt #2 mean in the capstone project?,d5fc98925d
"If my first capstone submission doesn’t pass, can I fix it and send it again later?",d5fc98925d
"If I miss the first submission deadline, can I still submit in the second window and stay on track?",d5fc98925d
"If I decide to submit two projects just for practice, do they need different datasets and different problem statements?",d5fc98925d
"Is the competition itself considered the capstone project, or is that separate?",e892d44e42
Can I use the competition as my capstone for the course?,e892d44e42
Are we allowed to do the capstone in a team if we join the competition?,e892d44e42
"If I join the math-kaggle-llm competition, does that replace the individual capstone requirement?",e892d44e42
"Does taking part in the competition count toward finishing the capstone, or do I still need to do it alone?",e892d44e42
How will my capstone project be graded in the end?,9a2e2d2008
Who is going to review the project I submit for the capstone?,9a2e2d2008
Do I also need to grade other students' capstone projects?,9a2e2d2008
What happens if I don’t review the three projects I’m assigned?,9a2e2d2008
How is the final score for the capstone calculated from peer reviews?,9a2e2d2008
"After the submission deadline, how are the projects for review/grading assigned to each participant?",eae0fb50aa
"Will I get my projects to grade only after submissions close, and if so, how many will I receive?",eae0fb50aa
How does the review assignment process work once the deadline has passed?,eae0fb50aa
"Do we get an Excel sheet with the projects to evaluate, and how many are assigned per person?",eae0fb50aa
"When the deadline is over, what happens next with project grading assignments?",eae0fb50aa
Why am I not able to review projects yet after I already submitted mine?,a8a7fef016
When do project reviews become available once the deadline is over?,a8a7fef016
"Do I get to pick which capstone projects I evaluate, or are they assigned?",a8a7fef016
Is there a way to start reviewing projects before the released list is out?,a8a7fef016
"I submitted my project already, so why is the review section still empty?",a8a7fef016
Where can I look for project ideas and datasets for the capstone?,e76a70cde3
Is there a page with some dataset suggestions and project inspiration for this course?,e76a70cde3
I need help finding a good topic for the project — where should I check?,e76a70cde3
"Do you have a GitHub link with ideas, datasets, and maybe some guidance for the capstone?",e76a70cde3
What's the best place to find possible datasets and examples for the project?,e76a70cde3
"For the capstone, do I actually need Airflow, Mage, or Kestra, or is a simple Python script enough?",d4f7c08ea1
Will I lose points on the ingestion pipeline if I just write a Python script that loads and indexes the data?,d4f7c08ea1
"Is a Jupyter notebook acceptable for the capstone ingestion part, or does it give fewer points than a script?",d4f7c08ea1
When would it make sense to use an orchestrator in the capstone project instead of plain Python?,d4f7c08ea1
"Should I add an orchestration tool just to meet the ingestion pipeline requirement, or only if my project really needs it?",d4f7c08ea1
How can I test a recommender-style RAG when I don’t really have any ground truth Q&A pairs to compare against?,9b0e2d6a47
What’s a good way to create synthetic labels or queries for evaluating retrieval in a recommendation RAG project?,9b0e2d6a47
"Can I use an LLM as a judge to score the output of my RAG system, and how would that work in practice?",9b0e2d6a47
"For ranking/recommendation tasks, should I use hit rate or NDCG, and why would one be better than the other?",9b0e2d6a47
"If I generate user queries from item descriptions, what metrics should I look at to see whether retrieval is actually working well?",9b0e2d6a47
"What chunking approach should I start with if my docs are really long, like big PDFs with lots of text?",6f2a8b3d10
"Is it worth trying to make a perfect chunking method right away, or should I just test a simple one first?",6f2a8b3d10
"Can I use an LLM to split a document into sections before indexing, and does that help more than fixed chunks?",6f2a8b3d10
"Should I add summaries to each chunk, and if so, how would that help retrieval?",6f2a8b3d10
"For legal or financial PDFs, do I need something different from normal semantic search when chunking and indexing?",6f2a8b3d10
What do you mean by reproducibility for the capstone project — do reviewers need my API keys too?,e5d8a2c761
How should I set up the repo so someone can rebuild the search index and run the project from scratch?,e5d8a2c761
"Should I commit my .env file with the credentials, or is there a better way to handle keys?",e5d8a2c761
"What should go in .env.example for the project, and what files should stay ignored?",e5d8a2c761
How can I keep the project cheap for reviewers and make dependency versions easier to reproduce?,e5d8a2c761
"Can I do the homework or capstone in a language besides Python, like JavaScript, Go, or Rust?",ea815eb858
"If I choose a non-Python stack for the final project, what do I need to include so the reviewer can run it easily?",ea815eb858
"Is Python actually required for the course assignments, or just recommended because the examples use it?",ea815eb858
What level of setup instructions should I put in the README if my project isn’t written in Python?,ea815eb858
Will using another language affect how my homework or capstone is reviewed and reproduced?,ea815eb858
Where can I check out past LLM Zoomcamp project submissions?,930286278d
Is there a page with previous capstone projects from LLM Zoomcamp?,930286278d
Can I see examples of projects that students submitted in earlier LLM Zoomcamp cohorts?,930286278d
Where are the 2024 and 2025 LLM Zoomcamp project galleries listed?,930286278d
I’m looking for older LLM Zoomcamp repos to get an idea of the capstone scope — where should I look?,930286278d
Do I have to announce or reserve my capstone project idea before I start?,897a350476
Is it okay to work on a project topic that someone else already did in a previous year?,897a350476
Can I get feedback on my project idea somewhere before I begin building it?,897a350476
"Do I need to pick a totally unique capstone topic, or can it be similar to existing projects?",897a350476
What should I do if I want to check whether my project idea is within the right scope?,897a350476
Can I build my capstone as a WhatsApp or Telegram bot instead of a web app?,7318a90b14
"Is a CLI or Slack app okay for the project, or does it have to be a website?",7318a90b14
Are there any rules about how the final project is exposed to users?,7318a90b14
Can I just use a notebook or some other simple interface for the capstone demo?,7318a90b14
"Does the course show how to make these interfaces, or do I need to figure that part out myself?",7318a90b14
"What’s the best tool to pull text out of PDFs for a RAG capstone, or does the course leave that up to us?",d8b28c47a0
"If I have scanned PDFs with no real text layer, what should I use to extract the content for my project?",d8b28c47a0
Are there any course-recommended libraries for turning PDFs into Markdown or JSON for RAG?,d8b28c47a0
"Would PyMuPDF or docling be a good choice for document extraction in the capstone, and what are people using?",d8b28c47a0
"If I don’t want to run OCR locally, is there a hosted OCR API I can use for PDF text extraction?",d8b28c47a0
Can I reuse the workshop content in my own capstone project?,d850a0e7ea
"Is it okay to take stuff from this workshop and use it in another Zoomcamp project, like MLOps?",d850a0e7ea
"Since dlt is open source, does that mean I can build on the workshop examples for my own work?",d850a0e7ea
Am I allowed to use the workshop materials directly in a project I'm doing?,d850a0e7ea
"If I have questions while using these workshop materials in my project, can I still ask about them?",d850a0e7ea
How do I create a fresh dlt project for loading data from the cloud?,6bceeebf04
What command should I run to start a filesystem-to-duckdb dlt setup?,6bceeebf04
I'm trying to load from cloud storage with dlt — how do I initialize the project?,6bceeebf04
What’s the basic dlt init command for a new filesystem source with DuckDB?,6bceeebf04
Where do I begin if I want to set up dlt for cloud file ingestion?,6bceeebf04
"Why do I get `Table notion_pages___homework does not exist` when I try `db.open_table(""notion_pages___homework"")`?",0407213397
"What am I missing if the table open call says I should first call `db.create_table(notion_pages___homework, data)`?",0407213397
"I changed some names to homework, but this FileNotFoundError still happens — what else should I check in my pipeline settings?",0407213397
Could this error mean I forgot to rename every `employee_handbook` reference to `homework`?,0407213397
How do I fix the table-not-found issue when working with `notion_pages___homework` in the dlt workshop?,0407213397
Why am I getting `FileNotFoundError: Table notion_pages___homework does not exist` when I run `main()`?,e95bfafc0e
What should I open on line 3 if `db.open_table()` keeps failing for `notion_pages___homework`?,e95bfafc0e
"Do I need to create `notion_pages___homework` manually, or is there a different table name I should use?",e95bfafc0e
My code says the table doesn't exist — what exactly should the `open_table` call look like?,e95bfafc0e
"How do I fix the `db.create_table(..., data)` error for the homework notebook?",e95bfafc0e
How can I see all tables that were created in the database?,e394e6f738
Is there a way to list the table names from the db object?,e394e6f738
What method should I call to get all tables in the database?,e394e6f738
How do I check which tables exist in my database?,e394e6f738
Can I print out the names of the tables in the db somehow?,e394e6f738
"Does dlt support ClickHouse or StarRocks connectors yet, or are they still missing?",cd19f122f3
Can I use dlt to load data into ClickHouse or StarRocks right now?,cd19f122f3
Are there any built-in connectors in dlt for ClickHouse and StarRocks databases?,cd19f122f3
"If dlt doesn’t have ClickHouse or StarRocks connectors, is the project open to community contributions?",cd19f122f3
"Has anyone added ClickHouse or StarRocks support to dlt, or would that need to come from contributors?",cd19f122f3
Why am I getting a 401 Unauthorized when the notebook calls the Notion search API?,0dfba07ace
What should I check if the notebook says it doesn’t have secret access for api.notion.com/v1/search?,0dfba07ace
How do I fix an authorization problem with the Notion API in this workshop notebook?,0dfba07ace
"Could this error be caused by a wrong Notion token or expired key, and how can I verify it?",0dfba07ace
What are the main things to double-check when the notebook cannot access the Notion API endpoint?,0dfba07ace
"Why does pip keep giving me requests 2.28 when lancedb wants 2.32, and how do I force the newer one?",4b30b918bc
What's the easiest way to install the exact requests version from source instead of the old PyPI release?,4b30b918bc
How can I fix a requests version mismatch that breaks lancedb installation?,4b30b918bc
Is there a pip command to pull requests v2.32.3 directly from GitHub?,4b30b918bc
"I’m getting a 401 Client Error during install — could it be my key, and what should I check or do?",4b30b918bc
